,Message
45193,Please start if hungry. Only leaving school soon. Trying to finishediting one part.
45195,"Hi Ricky, it's been four weeks since I started asking about the PUBproblem. I got yet another bill stating I have 5 taps. When is thisgoing to be fixed? Any progress?"
45197,At level 3 kopitiam
45198,"Glad to hear it went ok. Yes, unfortunately that's exactly the day ofthe workshop, so guess that you'll have to handle it alone again.Sorry: ( :("
45199,Please start without me. Only leaving school now. Very late tryingto finish some reviewing first.
45200,How it is going? All ok with you and nate?
45202,At cafe w table and book :-)
45203,cross your fingers
45204,ya'll just having fun
45205,nice car
45207,getting the girls dressed
45208,she is dancing with the boys and girls
45209,accendent on the parkway
45210,she ate the peperonie now eating the pizza
45211,getting everyone tea unless you send what you want
45212,Both of them are snoozing
45399,are you woking
45400,i dont have a job
45401,we should go to cicis pizza
45403,i think he is working today
45404,do you still have your ps3
45405,i sold mine yesterday
45406,my dog got his ears cropped
45407,see you later
45439,Hey Casey when r u bringing the babies over
45443,Have u talked to Shawn today
45444,When r u going to be over
45445,Your mom told me you were coming
45446,Sounds good.......
45447,Will it all fit in the back of the pickup
45448,Did you take the baby for his shots?
45663,I'll probably wait until dad comes tomorrow the box is really heavy and I don't think I can carry it by myself and I'd have to go to the ATM etc
45666,"Good luck, try scientology."
45667,"Okay, I'll have it out there in five minutes."
45668,"Moms not here and you can't come in, but I'll leave your stuff on the porch and you can get it in an hour."
45669,"No I think it was next door but I didn't know if you were trying to get in, dads having ""bowel"" trouble today he's not coming by"
45670,hey do you know where you put the charger for barak's computer i was going to fix it so it works better
46094,s aid sure
46095,Sorry I just got my contacts switched to my new phone xP
46096,"I've never seen bleach... but death note is awesomeeee... and mybreak is awesome, yours?=D"
46097,Daaaayum! I've been sleeping hahahah
46098,Chcolate chocolate chocolate! I'm gonna draw you a picture theinstant one comes out nicely!
46101,Are you meeting us at midsion or here?
46102,Ariund when are you coming ?
46103,Hoaky text meh
46104,We in da fiid court
46106,Heeey my phone died so I'm using my sister's phone
46108,"Okay I'll talk to you after, I promise c: ttyl"
46109,Chocolate!
46111,Check in with southwest in <#> min!!!
46113,Oh okay.. yay!
46115,Where do yu live o.O
46116,"I,m leaving in <#>"
46118,"Meet me, I'm not through security"
46120,When are you free yo?
46121,"Oh crap! I think so one sec, have to check witu my roomies aboutgrocery shopping"
46123,You can do it! I believe in you!
46124,I hav to grocery shop at 6
46125,Eek sorry.. medium?
46126,Are we going to <#> tomorrow?
46127,Oh no you disappeared!
46128,Hey! Did you guys get home alright?
46130,Awesome! Listening to it now. Sounds great! Love ya!
46133,Oh my that's awful! I take it people were pretty injured?
46134,driving is terrifying. Instant death in a fiery explosion isstill pretty bad to me
46137,"Alright, sent"
46138,KEEP QUIET NOTHING COMES AS EASY AS YOU
46139,You're stepping on my civil rights. AND IIIT'S AAAL MII-HI-HIIINE
46140,"My life has meaning again! But seriousky, wtf PEOPLE DON'T ACTUALLYGO ON HIATUS"
46141,Haha I appreciate that more than I can say xP
46142,This is why <#> didn't happen
46143,It's times like this when you have to accept being <#> forever
46145,Oh man. Did she bring the law suit?
46146,"Hahaha that is pretty ew. Bee tee double u, have you seen FMA?"
46149,"Very true. Which reminds me, have you read any John Green?"
46150,"Dude. Read The Fault in Our Stars. So amazing. I liked Looking forAlaska, even if Alaska was one crazy"
46151,Right? I was lik DA FUQ IS WRONG WITH THIS BITCH
46152,Mmhm
46154,Sweet. Submittiiinnggg. Eeee.
46155,We need to remake jeopardy.. are you free in a few?
46156,Am I meeting you guys?
46158,Hahaha that's really silly
46159,Will one of you guys take out chickkkeeennnn?
46161,I tried to make my red shirt obvious =(
46162,SHE'S GONNA SUE ME
46163,Raaaaaaaaaa
46164,AGONY...... far more painful than yours
46165,Chocolate
46166,"I didn't notice the date until I sent mom an into the woods referencetoo! Eek! I'm super sorry and I love you so much dad and hope you hada good birthday! Sorry, I'm terrible =( happy birthday dad, I loveyou.. give me a call next time you're free/it's not the middle of thenight ohio time.. sorry!!"
46167,ARE YOU STILL ALIVE????
46169,You got me!
46170,Rachaaaeeellll I love you!
46171,Dude your voice
46174,Hopefully soon. I'm going crazy.they only know less mis because ofthe movie and like one other musical out here. And the anime peopleare... scarce haha
46175,Yaaaaaay!
46176,It's pretty bad. I just want to do two persob renditions of musicalsand maybe break a few toes to Boys Like Girls =P
46178,I know.. depressing
46180,Dinner?! =D
46181,Awesome! Got it!
46183,Huh. I told my roommate she was very impressed =P
46184,"Ha, wrote that's all really interesting! Pretty funny, little old Akron"
46186,Hahaha I see
46187,Happy Valentine's day!Really? Huh
46189,That... is a pretty glad good point
46190,It totally was! The lights flickered and a huge breeze went throughsomehow (seriously) and all the stuff on the wall rattled...
46191,You really would have. I miss you so much! =(=(
46193,A lot of people get CHOCOLATE on Valentine's day..... including you
46194,Are you living in an apt next year?
46197,Dang it! I forgot!Is there any way I could get it from you by chance?
46199,Padmapper
46202,"Pretty much anytime after SLUgS. You have class, right?"
46203,"Okay, awesome!"
46204,"In class, I'll call you back soon"
46205,Eek sorry! I have excedrine if you need it.. not in campus but I canhead there (I have to eventually anyway)
46206,Well I have to come anyway so I could just come now
46208,I can come up
46210,Iiii wanna learn farsi!
46211,It's a great language! But you're motivation too =P
46212,"You should! If I start learning, I'm coming to you"
46213,Luckily I don't wanna be a Farsi scholar =P
46214,I'm trans-communist.
46215,"Wow, that was really hard to type."
46216,"Yeah I saw.. Alright, but I won't be home til late and I still don't want to"
46217,David! You should come with us after SLUgS!
46219,Next to me there's some room =P
46220,No thanks lol.. just come in!
46221,Email alex
46223,I miss you so much too! When I'm home in 3 weeks we have to blastsome panic and fob <3
46225,"So basically you wanna break up C clusters by inserting schwa. Youshould look at the he direction and when stuff is inserted. So youshould have no more than cc clusters. It also doesn't like wordinitial cc, so break that up"
46226,The schwa will wanna quarantine the first c cluster it sees... so itbreaks thr first c off first going r-l
46227,It doesn't mind cc or c# or #c but doesn't want ccc. The direction isthe main point. It takes the right most cc or c# and schwas it off andthen from there keeps going in groups of two until there are no more
46228,I thiiink so but I'm not sure. Like ccc#>ccec# and then ccc>cecc...but maybe you can combine those rules
46229,"Hahah no problem, I'm really glad to help!"
46230,I hope I wasn't unclear when I was explaining everything!
46231,What's up? Class
46232,Thanks Grace! =D
46233,P 5 actionsartP4 person hierarchy
46235,Can you do the Channing?
46236,Yeah the <#>
46239,I know... uuuggh
46240,"I will, don't worry"
46241,Ah sorry! I was in Berkeley bowl!
46242,Iiii think it's okay =o
46243,Okay! =)
46244,Are we going to the premium one at two?
46245,Sproul?
46246,I won't be done until <TIME> though =o
46247,"Okay, cool =)"
46249,Cancel experimentAstro lab
46250,"James, Chris, and Conor... do you remember any of their last names?"
46252,Really? Weird haha
46253,I need a member for a band and thought James would make a gooscandidate because he already exists
46254,"No, go for it"
46255,"Yeah, I thought Ross works =P out might've even been James Rossknowing 8th grade us hahah"
46257,That means this week we have to wash everything.. so you have time?
46258,I'm do the mattress as soon as I get back
46259,"I have coins, we'll figure out our"
46260,Happy birthday! I'm on your bus =P
46261,"James Ross born April <#> , <#> according to 'his' website. Also,he liked supernovas"
46262,Yup =P went to gaia and even other realm rp
46264,Can you guys get us?
46265,"Well I mean if you couldn't we'd get about Amtrak ticket orsomething, they're just really expensive"
46267,We'd also have to be alone in LA at night untik like 5 am
46268,How much is the gas?
46269,"Never mind we got it, thanks"
46270,"Alright, well I appreciate you trying to help and I'll see you Friday"
46271,"Alright. I'm on campus til 7, I could grab it from you if you want"
46272,Alright. Martinez right?
46273,Headed that way from campus now
46274,"I'm at work, can I call you in an hour? I can't text that"
46275,The bedbug peeps are coming friday <#>
46276,In work what's up?
46278,"Like I don't know if he had one.. also, worst car you can go at 3cause I have class till <#>"
46279,We can get your food and whatever
46282,"For the tickets, I'm here, ready to go"
46283,"On the bus, got the birth certificate and stuff, love ya"
46285,"Fwd:It's <#> flower stChula Vista CA, <#>"
46286,Headed back
46287,To berkeley
46288,Okay I'll tell Mike to tell Josh
46289,U FREE TOMORROE
46290,YOU CONE OVAH THEN
46291,"At dinner, what's up?"
46292,( <#> ) <#>
46293,Can you? XP
46294,Whenever yo
46295,Like afternoony?
46296,Guitar: Quentyn
46299,Oh =( =( =( =( but I'm gonna leave at the end of the week =( =(
46300,The <#> is my last day day
46301,Well I guess there's not much to do =(
46302,"It's okay, we'll hang out loads when I come back =)"
46303,<name> STARTED TALKING TO US
46304,Did he email you?
46305,I don't know =/ call him/email?
46307,Thanks xP it's Ila's birthday and Prosper's. It's also Liz's o.O btwshe saw us on gaia =(
46309,Headed that way
46312,"I didn't buy you a birthday present, I can pay off you want =P"
46313,"The host xD don't worry about it, seeing my wifey is my present =P =P"
46314,Okay ^^ <3
46315,Sorry we had to go
46319,Liiiike <#> >>
46320,Yeeeaaaahhhh
46321,Alright xP
46322,"That was STUPID! That sounded like a damsel in distress, soundedscripted and fake. """"Well that's stupid."" Fakir said. ""That sounds like a scripted andfake damsel in distress."""
46323,"Alright, I love you"
46324,"No, Sunday night is my last night"
46326,That's scary..
46328,<EMAIL>6sisters
46329,So they haven't found it?
46330,Oh I hope you're okay
46331,Alright..
46332,I see =/ they find anything? Did they do the transfusion? Still losing blood?
46334,I see.. I'm worried. Let me know. I love you
46335,Text me soon
46336,Can you go to my place?
46337,Alright.. I'm headed there soon
46339,Alright. Sleep well. I love you
46340,Oh yuck =(
46341,Soon you can get a good night's sleep at home
46343,Hahahah enjoy =P love you!
46345,Nice!!
46346,I think it starts at 9 but not sure when ruby wants us .-.
46347,Do you have Ruby's# ?
46349,Noooooo =( whhhyyy
46350,No =( =( =( =( =( =(
46352,"Bout to take off, I'll call you later today when I'm home inBerkeley.. happy belated Easter, love ya"
46353,"Just landed, all good"
46356,Whaaaatttt? No way!!
46357,"Yeah, I don't have any proper questions to ask"
46358,When are you free?
46360,Shhhhur
46361,Where ahouks we meet?
46362,"I can go to unit 3. Although, I don't know how long I'll be able tostick around, I got almost no sleep, even for me haha"
46365,You can have the couch!
46367,Okay Hahah
46368,Peking
46370,Isn't it Everest?
46371,Raj?
46372,Also pics
46373,Did you apply?
46374,It ends at <#> but I have to meet people at 7... why not tomorrow?
46375,I can't do the aap for a while
46376,Well I'm headed back now
46377,No I just finished I'm headed home now
46379,Ooohhhh awkward
46381,No why
46382,Ooooohhh
46383,I'm sorry =(
46384,"Running to a place for their food, meet at La Val's"
46385,"I don't know when your thing ends, but feel free to text me whenyou're done if you want to work"
46386,Eeeeeeyyyyyy
46388,Ooohh groooss :( dude that sucks major
46389,I'm aight.. getting through everything a step at a time :D
46390,"School sucks =P other than that I just have bad anxiety shit.. Ipromise I didn't text you to complain, I just miss you!"
46391,"I know =( you should visit me this summer, I'm taking classes inMichigan and its like 2 hours by bus!"
46393,My friends don't believe I ever didn't curse. Those
46394,"Hahahah no problem, I fell asleep too after no sleep the night before"
46395,Did you get the mail?
46397,We couldn't find an apartment xP
46399,Right?! I don't even know it's day when I wake up. I slept til 3today cause I thought it was night lol
46401,Psh I'm more scared of her in other ways. She kept hitting on me
46402,"Alright, love you"
46403,Maybe lol.. I don't want her to y take my girl virginity lol
46404,Virginity is dumb idgaf
46407,"Omg you are O.O crazy.. and maybe lol, we don't even live near each other lol"
46408,Hahaha.. when I turned <#> I did nothing lol
46409,"Fair enough lol. I live by myself at a big college, I could dowhatever the I want lol"
46411,A lot of it does get pretty bad huh? I don't drink because my mom does so much
46413,RIGHT?! It's dumb.. I threatened to tell her mom -.-
46414,Omg my roommate has constant loud and is the kind of person whosounds awful
46415,I'm at Safeway
46416,Someone needs to go to the new place
46418,It won't let me take more than <#> Fuck
46419,I don't know
46420,What should we do about the money?
46421,What's the plan?
46422,Aight cool
46424,No then it costs money
46427,"Okay... holy shit, what the fuuuuuuck"
46429,Love you mom
46431,Haha you should though!
46433,<<<<< <#> do you need me to get the game of thrones episodes for you?
46434,Yay! Did you watch the new one?
46438,Sent you an awful little recording of me playing guitar
46440,"Fair warning, I'm still pretty terrible =P"
46441,"Haha, well sorry for half waking you... I didn't think you'd even getmy text until the morning"
46442,"If you were half awake and you're full awake, half had to come fromsomewhere =P"
46443,"But yeah, I figured you'd be glad just to hear me playing around,it's the only way to get good after all, aside from being a naturalvirtuoso like you"
46444,"As far as in concerned, a reality in which you aren't a masterfulpianist does not exist"
46445,I can also play half of Blackbird
46446,Whoops let me convert it
46450,I think guitar is far easier than piano.. I could never coordinate my hands
46451,"I think piano's harder. You tried to teach me it's still rock androll to me and it killed my hands. But I'd love to hear the song,yeah!"
46452,Sooooweet. I'll listen to em all in a minute. I'll be sure send yousome more recordings one of these days
46453,I'll send you some soon
46454,"I can't, I'm sorry!"
46455,"I've sec, I'm talking to my parents xP"
46456,Termin <#>
46457,Northside.. elaborate later
46458,La Val's btw haha
46459,Alright lol
46460,"( <#> ) <#>I think this is the bug dudes number, I can't call at the moment, ifyou can, can you?"
46461,"Hey, everything seems okay.. I kind you so much mom. The Boston stuffseems to have calmed"
46462,Happy birthday!!!!
46464,Ho -.-
46466,Mmmmmmhhhmmmm I beeeet
46468,I got bored off one of my foreplay characters and had <Name>'scharacter kill her .-.
46470,Yyyyes..where?
46473,-.- I'm outside of Dwinelle
46474,I'm between wheeler and Dwinelle and will remain here until you sayotherwise =P
46475,Alright haha
46476,"Chris said you were awake, can you call me?"
46477,"In the er, roommates came with me, love you"
46479,"Hey, we're home and I ate and all"
46481,Nope I have class
46482,Can you ask Paula if <#> is free tomorrow?
46483,"I'm alright, still a little fluttery but I'm drinking"
46484,Yeah.. well I'm gonna make sure to drink and I'm eating
46485,Just calling to update you and ask about your surgery
46486,"Just that I'm alright. We can chat later, get some rest"
46487,"Alright, I love you too"
46488,"Great, got it!"
46489,I'm not free until 3=(
46490,"Cool cool, we're in the ling department"
46491,"Great, just let us know when you're here!"
46492,"Yeah, lounge"
46493,Awww you look so sad
46494,It's in Dothraki xD but I said what the bottom translates to
46495,"""P.s. chris, I'm glad you didn't die. Seriously."""
46496,Yeah xP he was crazy nice
46497,Yeah! He said Jorah sucks at Dothraki
46499,Where aaaarrreee yooooouuuu
46500,"Yep, minus Jeff"
46501,Naiteimasu =(
46505,I'm surprised you aren't asking for a computer
46507,Aaaahhhh psssyyyych
46508,My aversion to studying represents repression. I'm a matter ofFreudian psychoanalysis
46509,"What? I don't understand, I'm too busy feeling inferior over my lackof male organs"
46510,"I'm sure you knew that though, since you're a clinical psychologist and all"
46512,We can't even cover the last lecture!
46513,Bllleeeehh
46514,Good that you don't care because I'm definitely judging
46515,Hey you eluded SLUgS!
46517,Using grammar and phonemes are we? Now who needs syntax and phonology?
46518,Xxccvvxxfgh vcx =/= vv cfggiio bhfdch
46519,"The last cluster looks suspiciously like ""bitch"""
46521,"Hahahah. I told him ""I knew you'd be a Mytho girl!"""
46522,Omg I'm sorry I've been pretty much KO'd
46523,Sorry =(
46524,I'm the worst =(
46525,XD I guess xD
46526,Pssshhh... did you watch GoT?
46527,Cause it's the best!
46528,Find out your camp dates!
46529,Do you come home Friday our Saturday from camp?
46530,Really? Yay! I'm probably leaving Saturday early afternoon
46531,Walking that way yo
46532,We don't have to! We can tomorrow if you want!
46533,Next to Walgreens
46534,Yo I'm here
46536,Fuuuuuckfuckfuck in sorry I'll be homem soon
46537,I'm reading now and getting on the shuttle
46539,Can one of you please please call the bug people? I'm in class andwork all day and usually am <#>
46540,Until when?
46543,Nvm yo lol
46545,I'm alright =)
46546,"Nope, my appt is tomorrow. I'll let you know what's up"
46548,No way! Yay!!
46549,Define polysemy
46550,You coming to section?
46551,Intensive outpatient ucsd
46552,Yooooo
46553,Gross =P
46556,WHHHAAAAAAT! =D
46557,All your papers are down here and we can't bring them up to youbecause the elevator's locked and we're leaving soonish
46559,She left you a voicemail
46560,Sooorrryy
46561,"<name> keeps passing anti-abortion stuff on fb.. I was gonna be like""dude, no one's telling you to get an abortion"" and then I realisedI'd just be lying"
46562,The bug guy came and said we can't go in for <#> hours soooo uh don't
46563,She's so so so dumb.. Ugh
46564,"Me and <name> just took it to the trash, he saw them on the edge of the wall"
46565,"Hey! Sorry, my mom said you texted me before and I meant to text you.I must've missed the last one... I'll take a look and if I can't, I'llask a friend"
46566,She's not cute though either
46567,"Yeah they found it was invested with bugs and he said we had to, butdon't worry we can all share the inflatable bed"
46570,Jerk
46571,That's what you get for being a douche =P I shouldn't have told you
46574,"Alright, sounds good haha.. go take a nap now, then we can chat!"
46576,Oooone sec.. roommate stuff yo
46581,"Call me woman, I need packing advice"
46582,Sure.. I'm coming now
46583,What should I text her?
46584,"Aight, I'll come soon"
46585,Wait what?
46587,Weeeelp I'm dumb
46588,Happy anniversary yo
46589,"Good, you?"
46590,"Yeah, I heard he was sick"
46591,Define affection
46592,SCHICK
46593,"Definitely. I made you read it, least I can do is take you to see it =P"
46594,This time we won't ditch each other like with the hobbit
46595,"And hopefully we won't mock it the whole time, unlike les mis"
46596,"And hopefully they won't push it back, unlike twilight princess"
46597,"And hopefully it won't be something mom uses to traumatise us, like AI"
46598,FUCKING RAMSAY. IT BETTER NOT BE AS HORRIFYING AS MOTHERFUCKINGBASTARD ASS RAMSAY SNOW
46599,Why is princess tutu so sad???!
46600,"I love you too. I decided, rent and into the woods when I get home?"
46602,I was just watching the part where Uzura cries about Duck =(((((
46606,Caaaaauuuse I'm supposed to do homework and I pretended to pack for alittle before resorting back to the internet? =P
46610,We should cook a dessert so crazy my mom yells at us about it for years x)
46611,<<<<< <#>
46612,"I'm aight.. I really am, I've just been so depressed but I'm feelingbetter and I'm gonna come home to you guys!!!!"
46613,Yeah <3 <3 I just wanted you to know how important you are you me <3
46614,I'm really glad.. so lucky I met <name> and took her friends.-. XP
46615,"Watch it dammit! Also, just realised, Gabby being from so long ago iskinda important after all"
46616,XD it's great right:
46617,He said that was his inspiration xP
46618,Yeah xP it's so obvious too xP
46621,Oh god-.-
46622,WhatevsWatch GoT!
46623,"Btw, have you watched GoT?!"
46625,<#> ? Me and <name> are Karuking
46626,Brynden Blackfish!
46627,"I love you more than you love me no returns! I miss you more than youmiss me no returns! Love you momma, let me know how the surgery goes=)"
46628,"Thanks dude that means a lot to me. Sorry it was probably annoying ashell.. two more weeks, we can definitely do this. You're the bestdude"
46629,Yaaaaay!
46630,"No you can do it, we're almost done! We're going home soon, just keepthat in mind yo"
46632,"Hey how are you? I'll call you when I get done with my appointment,just wanna see how you feel"
46635,Ahhhh
46638,No lol xP
46639,Aww =( I totally understand.. finals are killing me. We need a support group
46640,Do you know what kind of car your mom's car is? The one that's coming up here
46641,But like... the specific type... LINE do you have a pic?
46643,Did Jeff respond?
46644,Wednesday =o
46645,"Can you ask Jeff if we can come in to the new place late? Like afterthe cleaning and stuff, at like midnight or something?"
46647,I think so
46648,IT'S SO FUCKING RIGHT??!
46649,I thought he was too. I was gonna be so
46650,"I knooow, it's so sweet and sad"
46652,Thanks so much! Sorry to bother you :(
46654,Definitely! :)
46661,Yo we're headed to Moffit in like <#> min from telegraph
46663,Mr and <name> can afford to do anything but study =P but we'remeeting up a little later
46664,Iiiii'm sleeping lol.. we were in Moffit until like 4 or 5
46665,Mosdef
46666,Whoops sorry! We usually go to the library a little later and stuffs
46667,"No no, thank you so much! This is so helpful, you're the best :D"
46668,Aiiight yo
46669,What are your dinner plans?
46674,I'll ask <name>
46675,"I think we're getting -cafe3, -Peking"
46676,Damn it you don't do features -.-
46677,Weeeee're at Asian ghetto
46678,"Hokay. You're welcome to come over here if you want, just waiting for<name> now"
46679,Were u @
46681,Better than I expected! Yours? =D
46682,You will definitely rock this!
46684,I feel you. We're united in pain =(
46685,"Sure, can you take our the meat?"
46687,Right?! Da fuq
46690,Aight yo
46691,Definitely. I'll go tomato cray
46692,Thanks xP I can cut them if you wanna cut onions =P
46693,You don't have to!
46695,Is this 7? I haven't seen it yet
46696,Patrick stumps Stump's solo music isn't too bad
46698,"I've decided! I should give my character the middle name ""Walmart"" ormaybe ""HillshireFarmBeef"" in honour of you!"
46700,And carrots and pears?
46702,Everything's reusable
46705,Biting fall out boy lines are always a good idea. I approve
46706,Well I think.. except I feel asleep once I got home-.-
46709,"Hahaha.. dammit, two more days, leave OT alone for two days =P"
46710,They have to do with things like optimal production and acousticsounds right? OT is dumb
46711,The marked ness monster!
46712,Psh I think it's all a conspiracy
46714,NO I REFUSE TO CAVE TO YOUR PUNS ANY LONGER
46716,That's still rounding isn't it? + round vs -rnd
46719,Tang
46721,Yup. Astro =(
46723,Sure yo
46724,"Are you working today? I'm running a bit late, so if you are can youjust tell Rebecca I just have to stop at tang?"
46725,Ooh.. well whoever gets there first then haha
46726,"According to fall out boy, I am fall out boy"
46727,Best brother ever
46728,Wtf? Not grammatical for me xP
46729,Fwd: <URL>
46730,Good luck on Arabic! You got this yo
46731,YEEESSSS we should totes get food or something
46732,<TIME> ish? I have to get ready and stuff haha
46733,Where's good for you?
46734,Hahah that would be funny. Post tons of pics too
46735,But I dunno
46739,"""It was THEBEST SO GREAT but I don't wanna mar the unique perfectionof the experience so I can never return"""
46740,Iiii dunno.. we could meet around some stuff we might want and decidefrom there
46741,Aight.. I'm leaving tang in a sec so sounds good
46742,"Nah, it's coo', you don't have to"
46744,Sorry coming
46745,Ice cream later?
46748,"Your call, but we do only have the one coupon.. so maybe ditch? =P"
46749,Any way we can ditch Jot but not the other? XP
46750,Aight! =P
46752,Should we meet at Ben and Jerry's?
46754,"Everyone says that robb's wife attending the rw is proof she doesnthave his heir, but the blackfish wasnt with them at the rw and he HASto get back to riverrun right? What if this is PROVING the robb hasan heir theory and the blackfish escapes with her?!"
46756,We should watch GoT together Sunday!
46757,Yo can you get one of those long lighters by chance? Our pilot light is out
46758,Meaning no stove
46759,Post!
46760,DayshowChargersClean ovenBring bag to commencementBlanketstuffed animal
46761,DayshowChargersClean ovenBring bag to commencementBlanketstuffed animalSell book!!!
46762,Hokay.. I'm coming
46763,Where is the playhouse?
46764,Yo I have seats for you and <name>
46765,They took the seats.-.
46768,"Taking off, I love you bro"
46769,"Yeah, sorry, thought I texted you"
46771,Whoops sorry!
46774,"Sooooorry, I slept through my alarms"
46775,Wells thanks xP I'm getting ready as we text
46777,Dis
46778,Yo we're gonna go to the laundromat on our way.. do you wanna come? Ican tell you when we're near and I swear you don't have to help
46779,Fiiiiine
46780,<name> wants me to wash all my stuff even though it's clean.. I thinkmom would be wondering why I'm washing all my
46781,Do you like Gatsby?
46783,Eventually xP
46786,OMGGGGG
46787,We're twins now =P
46789,Got it! Post! This is a poorly protected prince -.-
46791,"Poooost... ""HOW AM I SUPPOSED TO DO MY JOB ARGH"" -Fakir"
46793,Talk to you later crazy
46796,I also have to go see my mom cause she got surgery D=
46797,Hey how are you feeling? Want me to come see you?
46798,"I'm sorry, I just saw on Facebook that see has to actually stay atthe hospital =/ I feel really really bad, I'm sorry. Really reallysoon we'll go and then we'll hang our and make brownies and stuff"
46799,If she can't have visitors maybe we can go though ^^ I'm just waitingfor my mom to reply
46803,THAAAA BEST
46807,Bitch you're a widdu baby syntactician
46809,"Post! "" ;-; "" -Fakir"
46810,When are visiting hours at the hospital?
46811,"Post! ""YOU CRAY!"" -Fakir"
46812,"Post! ""This is moving a little fast for me..."""
46813,"Post! ""I'm a softie ;o;"""
46815,Wanna see Gatsby tomorrow?
46816,Hey crazy how are you?
46817,Are you doing stuff today maybe?
46818,Oh I'm sorry!
46819,Call Andy and ask what you're having for dinner
46820,Are you hungry right now?
46821,Mike's wondering if you have stuff to drink
46822,Aww =( I'll bring you a biiiig thing of water after surgery tomorrow
46826,And love you too =)
46827,Woooo I passed astro!
46828,"Finally grocery shopping xP we had to see my mom last time, though wemight see her tomorrow"
46833,Hokay ^^ just let me know if you're free Friday or Saturday or something ^^
46834,Did you wanna hang out tomorrow?
46835,"Hey momma, I love you, have a good surgery and text me after =)"
46837,Post! I'm so excited to see you! <3 we should invite good ole blaze
46840,"Post! Hahaha I wad like ""huh, I thought the sunrise thing was Rachael."" XP"
46842,"Alright, if she's still awake tell her I love her"
46844,Post! She'll be overjoyed!
46846,Coo' thanks yo
46847,It's she staying tonight?
46848,Want me to come by?
46849,Can I come by do you think?
46850,When is your class? =o
46851,Are you sure?
46852,Okaaaay jeeeez
46855,Woooould you like to hang out later that night by chance? =D
46856,"Ummm a little lateish if possible, I'm gonna see Michael's parent,and my house? Anywhere's fine really ^^"
46857,Five min away
46859,Do you think you'll be free Saturday night? Even if it's late? ^^
46861,Pasta donkey = my new racist term for Italians
46863,My mom's yo
46864,Mike said we're welcome to come over too.. he moved so his roommatewon't hit on you
46867,Have you seen full metal alchemist?
46868,Cause Fakir is in it =D
46869,He's awful! I told you his book sucks =P
46871,Would you be opposed to coming to <name>'s? He moved to a nicer placeand I think my mom's frustrated with people coming over because ofsurgery >>
46873,Post! Ummmm <#> <street> rd?
46874,Yyyes I think
46875,Post! How did Drosselmeyer have kids?
46877,Post! Beware of how Fakir grows up....
46878,Post! Naaaahhh turns Drossely
46880,Post! Perfect! They're both dysfunctional!
46881,Post! RUE NO FLIRTING WITH YOUR FATHER
46882,Post! HOW DID WE GET TO A DIFFERENT KINGDOM?!
46883,Post! MYTHO WHY DID YOU LEAVE YOUR WIFE
46884,(FOR YOUR DAUGHTER)
46885,Post! Hahahaha xD
46887,We have to watch the fma movie
46891,"Post! Okay, you're the best ^^"
46893,Post! Poor Fakir =P
46894,Post! I'm just feeling bad that I killed his leg .-.
46896,Oh no why!
46897,"Post! ""Bitch don't make me write you out if this story. I will NedStark your ass."" -Fakir"
46898,"Post! ""you found me out! Beware!"""
46899,"Post! ""Maybe I'll give you dragons randomly! Or incest!"""
46900,Post! ...Mytho's still in the closet....
46902,"Alright, sure =) and yeah, but ruby said she can get him"
46903,You download and patch maple then too
46905,Psh
46906,"Iie, miru koto ga arimasen"
46907,Aww =(
46908,I said I haven't seen it =P
46910,"Not lie, iie"
46911,Hahaha =P
46915,She gon come soon
46917,No? Should I call him?
46918,Oops xP
46919,Post =P
46920,Figured xP
46921,Post!!!
46924,Let me know when you're free next and we can hang out and watch amusical out something
46926,"I think so, yeah, but I'll be back in a few days"
46928,"I'm so sorry mom I didn't know you guys had everything set up u feelso horrible oh my I'm really sorry, I love you and I'm reallysorry"
46929,Why don't we come over tomorrow and cook everyone dinner? =)
46930,I'd really like to =) is there anything you can't eat right now?
46932,But noon would mean it was Monday at noon right? Isn't it Tuesday?
46933,"Ohhhhh oh no! I'll cook you some food later then, and more sprite"
46934,Caw caw.. hahahHAHAHA
46935,Drosselmeyer says Fakir loss like him when he was young!
46936,Yup. In episode <#>
46937,That's... don't tell me stuff like that =(
46938,"Yeah def, why?"
46940,Should i come over still?
46941,Caw caw. Well we can name then if you want xP
46943,I do wanna come since I'll be gone til next Sunday
46944,"Yep, same here. I've been sleeping almost constantly too... btwthat's why I haven't replied to anything on Facebook, sorry yo"
46945,"Hahaha, man, your quick Googleing basically saying they're"
46946,Caw caw!
46947,"When will you be back? Also, can we wash a few clothes? Not many"
46948,Caw caw!!
46951,Hey dude I just wanted to say I hope you have a good trip and loveCosta Rica and sorry we left on a bad note
46952,FruitPoptartsWaters
46953,"Hi, I'm <name>, one of the old tenants... we have a slight issue, Ihave to come up on the bus tonight to pack and move my stuff and,because of the way it was set up, I believe you guys are using myroom, which is slightly problematic as I need a place to stay and pickand clean.. Sorry! I would really appreciate it if we could find asolution :)"
46954,Post caw caw
46955,I thought your parents aren't coming?
46956,How's she doing?
46957,We're going to Berkley lol
46958,You sound annoyed lol
46959,Paw paw
46960,Pow pow
46963,"Sure, I'll be right down"
46964,I know! Dude!!
46967,There are zombies! We must've hyper tele'd straight there before
46968,"Jeez, level <#> already"
46969,The Hayato and Kanna storylines are so similar they call me Kanna -.-
