,Message,Sentiment Label
45067,Should be ok,Neutral
47589,signal!,Neutral
35284,"Ok, thanks for your help.",Positive
46177,That was also the day you got me into motion city soundtrack and backinto FOB haha,Positive
17685,Why did I wake up on my own >:(,Negative
15499,Thanks for this hope you had a good day today,Positive
11219,No. It's not pride. I'm almost <#> years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,Negative
18370,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,Negative
15512,Do 9ja peeps buy perf?,Neutral
18466,What's wrong with their butlers? At least their houses are prolly really clean.,Neutral
18893,It was all the airborne! Like I would start feeling feverish and I would take airborne and it would go away :),Positive
47448,"Btw, what are you up to tomorrow?",Neutral
18798,Okay cool! Haha sorry about the multiple messages; I wasn't sure if my new phone was going through. Thanks!!,Positive
15547,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,Neutral
14630,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",Neutral
46410,True. I don't have time anyway xP and if I did I'm lame any way.. oh well,Neutral
15663,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",Negative
17489,"Sorry light turned green, I meant another friend wanted <#> worth but he may not be around",Neutral
19130,Can u use any sick time?,Neutral
11966,Sounds like you have many talents! would you like to go on a dinner date next week?,Positive
11241,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is <#>,Negative
34732,"Hi Diane, thank you again. My email address ia <EMAIL> . Pleaselet your colleague know that we need the application form and to whomwe can address the completed form to. Thanks!",Neutral
19250,It went ok. My legs are killing me. But Now I'm nice and comfy w/Chinese food watching days of our lives.,Neutral
18978,I miss you too. When does your rehearsal start?,Neutral
18293,It says Feb <#>,Neutral
17417,Sup brosef,Neutral
34503,I really love you,Positive
14800,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,Neutral
17693,TELL HER I SAID EAT SHIT.,Negative
46738,Hahahaha that would be too great. She would be so,Positive
17977,Then I'm on mah way,Neutral
17942,"I'll see if I can swing by in a bit, got some things to take care of here firsg",Neutral
14756,"Ignoring me, eh ?",Negative
35235,"Hi Ricky, how about 1pm tomorrow? We are a bit flexible so if you orDesmond have a deadline then we can change to another timing.",Neutral
47643,Mhm =) =),Positive
34789,"Hi Kevin, ok. But before 5pm, can?",Neutral
17374,Can you just come in for a sec? There's somebody here I want you to see,Neutral
13719,No problem,Positive
47924,"Because it raised awareness but no one acted on their new awareness, I guess",Negative
18326,Cramps stopped. Going back to sleep,Positive
47786,The ones here xP,Neutral
17933,Also track down any lighters you can find,Neutral
34729,"Also, we may be interested in a home renovation loan. Can you tell meroughly what the interest rate is for this type of loan?",Neutral
18941,Cool! Just tell me when,Positive
17780,"Yep, by the pretty sculpture",Neutral
14833,I know you are. Can you pls open the back?,Neutral
45182,"Hi ricky, any progress?",Neutral
17669,"Yup, leaving right now, be back soon",Positive
14730,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?",Neutral
47501,Jeff lol,Neutral
19212,Lmao. I WOULD legalize pot. I keep posting on obamas fb page that it would solve all the problems but he doesn't listen :/ MEN!,Positive
14110,Yeaaaa sure am,Neutral
46558,She's done with it and we juuust left,Negative
13806,Will be out of class in a few hours. Sorry,Neutral
46688,Right? He better not be killed that botch,Negative
13723,Thankyou so much for the call. I appreciate your care.,Positive
18026,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade",Neutral
46316,"I didn't get the call. Yes, I'm almost there actually",Negative
46753,Yeah can you take it out?,Neutral
18981,I know! So stoked! I'm going to get my stuff ready for rehearsal and text you after :),Positive
19126,Cause you're a jerk too!,Negative
14234,;},Neutral
47241,"Really? You should get a fan, it'll probably help a lot",Neutral
14840,Hey what's up charles sorry about the late reply.,Neutral
17908,"Are you sure you don't mean ""get here, we made you hold all the weed""",Neutral
47979,I love you too momma,Positive
46788,Wait... did Fakir loss his sword? .-.,Neutral
18158,Yes. Just right now!,Positive
14073,Nice.,Positive
46172,Hahah I didn't I just wanted you to know you're awesome!,Positive
47007,Hokay =D,Positive
14867,I.ll come see you,Neutral
17896,"Sorry my roommates took forever, it ok if I come by now?",Neutral
18930,All right cool sounds good! I love you,Positive
47697,"I'm making dinner lol, what's up",Neutral
14129,How was txting and driving,Negative
46841,How's mom?,Neutral
47101,!&$ !&$,Negative
46642,How many doors are there?,Neutral
47611,"I had to boil them some, but I did try to fry them",Neutral
46342,"Hey, how are you?",Neutral
17938,"Sorry, got a late start, we're on the way",Negative
17483,"K will do, addie & I are doing some art so I'll be here when you get home",Neutral
19078,Your terrible!,Negative
11224,"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.",Negative
34839,"Not sure yet, but probably if possible. We can also brief thenseparately. Will let you know.",Neutral
34774,Fed already. Down to sleep. :-),Positive
34492,Aww baby :( you'll feel better soon,Negative
47089,Daaaamn really?,Neutral
47042,Alright cool.. kinda weird,Neutral
34832,"Hi Ricky, thanks for the info. No estimate on the cost of doing thebathtub in white? Sorry for the extra chaser.",Neutral
17491,Carlos says he'll be at mu in <#> minutes,Neutral
46865,Hahah =P,Positive
46912,Post! Hokay ^^,Positive
17692,Rate*,Neutral
14809,Send me yetty's number pls.,Neutral
14828,"I sent you the prices and do you mean the <#> g,",Neutral
17889,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our budget",Neutral
14627,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",Negative
18395,Ok u can take me shopping when u get paid =D,Positive
17479,"Yeah, door's unlocked",Neutral
11245,Ya sure?,Neutral
46168,YES! We should all have dinner! I miss you despite the fact thatyou're crazy =P,Positive
46636,Yeah one sec,Neutral
45075,"Ok. We may not be home today at <#> , but our maid will let you andyour bathtub people in. Can you get back ro me about the other items?Thanks.",Neutral
46447,That is pretty awesome. I think my roommates are about to kill mewith this guitar,Positive
15407,I'm inside cloth,Neutral
14098,Im volunteering yo,Neutral
15619,I have many dependents,Neutral
14043,Dude got a haircut. Now its breezy up there,Neutral
14020,Dude sux for snake. He got old and raiden got buff,Negative
15541,I dont. Can you send it to me. Plus how's mode.,Neutral
46925,"Alright, love you too.. I'm going to berkeley to move Tuesday for afew days I believe just to let you know. What procedure?",Neutral
11200,"This chick isn't bad. Good song, keeps me entertained.",Positive
47082,Psh I tried. Should I come down now or later?,Neutral
46201,Yo! Just wanted to remind you about the hard drive if you get achance anytime soon! Love ya!,Positive
18202,Frosty returns movie,Neutral
17309,"Yeah, where's your class at?",Neutral
14222,O. Hf caveboi,Neutral
46607,Yes! And dress up games and sooooo many cookies.. omg I'm so excited,Positive
47321,Yeeeahhh lol,Positive
17218,You in your room? I need a few,Neutral
17609,Well welp is sort of a semiobscure internet thing,Neutral
11923,Yes princess! I want to make you happy...,Positive
17564,Boy you best get yo out here quick,Negative
17471,Aight where you at,Neutral
35213,"hi Ricky, please don't try to cash the cheque I gave you yesterdayuntil Friday. I haven't yet had the time to transfer monies into thechecking account yet. Thanks!",Neutral
14601,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?,Negative
46222,They preferred Channing!,Neutral
14097,Oh ok u got it,Neutral
17416,K I'll be sure to get up before noon and see what's what,Neutral
46192,Yes! I also plan to repent for being the worst friend ever to one ofthe awesomest people I've ever net =(,Negative
35079,i miss u,Negative
46131,Uh sure.. he's in class so after ^^,Neutral
18465,oh,Neutral
17569,That seems unnecessarily hostile,Negative
14121,Waaaat?? Lololo ok next time then!,Neutral
17828,"He will, you guys close?",Neutral
46659,Can you cancel it by chance? Unless you're gonna use it xP,Neutral
17454,Oh for fuck's sake she's in like tallahassee,Negative
47994,Fun secret language!,Positive
47512,"If it makes you feel better, I want them but literally can't =P",Neutral
11269,Unlimited texts. Limited minutes.,Negative
46412,"Yeah =/ some of it comes from her unrelated health stuff but itreally doesn't help. I want to tell her to get help but she would getmad and take it out on Chris. Just as bad, she doesn't eat. Thinksshe's fat.. right? That woman's never been over <#> lbs andthat's with kids! I don't drink because I see it can get out of hand..freaks me out, she was okay a few years back",Negative
34708,Free to talk? Call me to order :-),Positive
46879,Post! But he's mentally unstable!,Negative
46927,"We're taking Megabus, so greyhound to la at around 1",Neutral
34381,It was like 5 miles I think :O,Neutral
15437,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise <#> from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola",Neutral
45112,I will try to come up with a better text for the paper.,Neutral
46658,Yeah =/ luckily I'm so consumed with finals I don't care!,Negative
18535,"Thanks! BTW, I also contacted Kesmond Yow on some other Villa Verdeunits. It seems that he may have other units you might not haveaccess to? We just want to have a more complete picture before makingan offer.",Neutral
47702,"""Seth lives past the story's end""",Positive
19190,I been applying for jobs like crazy. If I don't get hired somewhere soon I'm gonna have to move in w/ my mom.,Negative
11283,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.",Negative
34480,I miss you too. I love you so much,Positive
34430,That's so awesome! I'm excited for you! I'm aaaaaaalmost done copying :),Positive
46717,"Huh, I didn't know that",Neutral
18124,Stop knowing me so well!,Positive
19182,Exactly!,Positive
17917,"Probably not, still going over some stuff here",Neutral
13819,Are there TA jobs available? Let me know please cos i really need to start working,Negative
11211,I'm not coming home then! I'm tired of crying!,Negative
17304,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah",Positive
35205,Heading off soon. Love you! Turning phone off.,Positive
47247,Hahaha that man,Positive
47977,Really? XP,Neutral
18320,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,Negative
46872,Yay ^^,Positive
14156,Gettin car fixed?,Neutral
35253,"Guess you're out to lunch. I should be in the office later. Sorry tomiss you, had an appointment downstairs.",Neutral
15418,Bold?,Negative
11271,That's great.,Positive
47721,Sorry love! Slowing and stuff,Negative
17624,Nobody names their a girls name this story doesn't add up at all,Negative
45440,Ok c u then,Neutral
34473,Yeah! I'm gonna eat really fast and text you after class. Love you!,Positive
45201,Thanks for replying. Sorry everything is so tough. Then I willcontinue to work for a while. Love you lots. Give fussypot a big hugfrom me.,Positive
15417,I'm in class. Will holla later,Neutral
14044,Well. Its corrected,Positive
46351,Alrighhhhttt =((((((((((=(((=(=(=(=(==(,Negative
14025,Sup cd,Neutral
14663,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm,Neutral
46578,Aight haha,Neutral
15599,Saw you,Neutral
46538,"A lot of them are mine.Sorry, I'll clean tonight, I accidentally fellasleep.. but seriously, Liza, no need to get snappy, everyone cleansup after you a lot",Negative
17653,Room # <#>,Neutral
46173,I miss it. And the rest of you,Positive
17469,What's the significance?,Neutral
14197,Ya that one is slow as poo,Negative
35270,"Hi Ricky, we just discussed about the house number, and we'd like itto be gold in color. If it cannot be done in gold, please leave thenumber as is. Thanks.",Neutral
18764,im well early to work you bum! im gonna stop home tonight so il see you when i see you. :) i love you x x x,Positive
14167,Do you know where my lab goggles went,Neutral
14079,I have gone into get info bt dont know what to do,Negative
17688,You were supposed to wake ME up >:(,Negative
46502,Made it safe yo,Positive
46572,"Tsk tsk, no apostrophe? She's an English major! =P",Neutral
18424,Rats! No wonder I like u better at night...,Negative
17897,"Cool, be there in 5",Positive
46541,No she didn't reply,Negative
12046,Thank you princess! I want to see your nice juicy booty...,Negative
45402,call ernesto,Neutral
34383,You can just call when you get to your house :),Positive
12002,"Yes, princess. Toledo.",Neutral
47188,Have a good flight yo,Positive
47459,Whaaaat's up?,Neutral
15568,"That means you got an A in epi, she.s fine. She.s here now.",Neutral
17277,<3,Positive
18063,Really? I crashed out cuddled on my sofa.,Neutral
17870,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",Neutral
17571,That's necessarily respectful,Positive
47799,Yeeep,Neutral
17611,"Actually that, just do whatever, do find an excuse to be in tampa at some point before january though",Neutral
35308,"Hi Sue, thursday <#> is fine. Thanks.",Neutral
18901,*done,Positive
18305,Can u get pic msgs to your phone?,Neutral
14744,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,Positive
46755,I'm really really sorry! I first had to do something and meant to tryto come but during finals I also got sick.. I'm so sorry :(,Negative
47809,"Alright I will, I love you",Positive
12023,Should i send you naughty pix? :),Positive
17516,What was she looking for?,Neutral
46160,Oh snap! She's at Walgreens!,Neutral
12026,Happy New Year Princess!,Positive
11217,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,Negative
46432,"Yeah, just the Boston stuff",Neutral
14213,O was not into fps then.,Neutral
45442,Can u pick up some milk and eggs from the grocery,Neutral
46979,"How long, do you know?",Neutral
17775,"sry can't talk on phone, with parents",Negative
34819,Will be leaving around 7 from here. Meeting ran over and lots of admin to do.,Neutral
18201,Yes I know the cheesy songs from frosty the snowman :),Positive
19030,"Here's the plan... we both pool together a bunch of money and buy lotto tickets. When we win, we won't tell nobody and go hideout in sunny Mexico.",Neutral
11299,This is all just creepy and crazy to me.,Negative
14233,Well i will watch shrek in 3D!!B),Positive
18754,oh ok ill be there,Neutral
34496,Or a rice sock,Neutral
47496,はじめまして。 私はWhitneyです。どうぞよろしく,Neutral
47193,"Ohh yeah that's, uh, a reasonable complaint lol",Negative
11318,Start,Neutral
46469,Soooooo (ugh) psych?,Negative
13684,Uncle Abbey! Happy New Year. Abiola,Positive
17677,YOU BETTER.,Neutral
14658,"Thanks, I'll keep that in mind",Neutral
46961,Get Ila stuff from box,Neutral
46568,Ey bro go confirm my Oxford comma adoration,Neutral
17511,K come to nordstrom when you're done,Neutral
13686,I thank you so much for all you do with selflessness. I love you plenty.,Positive
47913,Hdbdhhd I'm so tired,Negative
17979,Nothing I guess,Neutral
15501,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",Neutral
34820,Ok. Great news for you and Desmond too. Thanks for your help. :-),Positive
15639,Pls pls find out from aunt nike.,Neutral
18392,Hmft,Negative
47337,"Yeah, definitely. I'm also gonna check that auditorium",Neutral
18837,I went to soquel high school in Santa Cruz,Neutral
17854,Yeah imma come over cause jay wants to do some drugs,Negative
19117,We were supposed to have one together but your never on :(,Negative
46619,"....Jaime's not his dad, he is!",Neutral
34719,On my way back. If you get this call me.,Neutral
14640,Not a peep,Negative
18266,I uploaded mine to Facebook,Neutral
15396,O ni e ni ti o fi jo. Mama re na ma so grammar bi ..:-)..,Neutral
11324,"Coffee cake, i guess...",Neutral
18449,Well I'm about to go binge on <#> pounds of chocolate. Wanna join?,Positive
14726,Do you work all this week ?,Neutral
46922,"Oh gosh we just woke up, sorry!",Neutral
11194,"The holdin hands is a bit much. They prob dont even like each other, lol.",Negative
15467,Yettie hw na,Neutral
15303,Very good.,Positive
46503,Maybe. Of what?,Neutral
46776,Miiiiike -.-,Negative
18826,Yeah f'sho it is! Well sheeit,Neutral
15394,Thanks for understanding. I've been trying to tell sura that.,Positive
47128,Mike wants to know if Nick will be able to make it,Neutral
18349,<#> nitros about to be cashed in. Along with a few of the other drinks,Positive
14829,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,Neutral
47827,Iiii dunno xP,Neutral
12028,No prob. I will send to your email.,Neutral
46369,Do we have eggs?,Neutral
17223,He says hi and to get your back to south tampa (preferably at a kegger),Neutral
12011,She ran off with a younger man. we will make pretty babies together :),Positive
19040,Lol..so how's your day going?,Neutral
47713,"No, this isn't the Nexon I know!",Negative
46794,Mine lol,Neutral
47217,DAMMIT HOW THE HELL,Negative
45040,"Hi Ricky, thanks for your help today and making sure things arecloser to complete. One other thing I want to check. When are yourguys going to be able to visit 2 verde to see the damage to the walland how to repair? Thanks.",Positive
17644,"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone",Neutral
18369,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,Negative
34444,Oh my glosh. So beautyous.,Positive
17845,Loool,Positive
18828,Dude be outside in like <#> minutes!,Positive
46604,"Yeah =( I always think of you when I see Uzura because you alwaysvoiced her xP also, I'm coming home on the <#> th ^^",Neutral
18791,Awesome! What route are you guys taking?,Positive
19252,On break. Call me,Neutral
35241,Can you get them to fix ASAP? As our rental is still not negotiatedto be extended. Thanks! Please tell Alicia when exactly the pieces areto be installed.,Negative
47958,Crazy awkward haha,Positive
17622,wylotheuber saturn,Neutral
18028,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",Positive
34394,Oh okay! We just got and are headed back. I'll text you then,Neutral
47494,Hill and washtenaw,Neutral
11985,I love to wine and dine my lady!,Positive
13815,I'm still looking for a car to buy. And have not gone 4the driving test yet.,Neutral
47267,I have class at 3 or whatever,Neutral
11248,Home and in bed!,Neutral
18849,Hi mommy:-) we are on our way back to the house now.,Positive
14221,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,Negative
47086,I'm gonna come by and we can bus together if that's okay =),Neutral
47582,"I agree. It's also patronizing. ""I know no one can see you're blackon this scholarship app so it's not an issue, but, well, you're black.You obvs need help.""",Negative
15582,Yes. Please leave at <#> . So that at <#> we can leave,Neutral
35299,Ok. Thanks.,Neutral
46993,I'm getting a router sent from Amazon with prime,Neutral
17952,"I'm not while people use ""wylie smokes too much"" to justify ruining my",Negative
47118,Are you free Friday? =o,Neutral
15364,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,Neutral
47415,Hey love sorry =(,Negative
35214,"Hi Sue, we decided to extend by one week. So extend till <#> July. Can we do this informally w/o contract? Also does Desmond havefurniture he wants to dispose of from our apartment? We may be ableto move it out for him.",Neutral
46942,"Sorry, travel plan complications",Negative
15644,Oh great. Thanks.,Positive
13674,Thank you so much.,Positive
17648,Since when?,Neutral
46949,Caw post caw,Neutral
13710,How are you enjoying this semester? Take care brother.,Neutral
46683,I went home for a bit to work and me and my friend slept in dwinellefor a bit and now I'm at work finishing a late essay =(,Negative
34766,"Thanks, Colin!",Positive
14748,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",Negative
18467,That sucks. Have u started looking for an apt?,Negative
11168,Ha ha ha! Presents either are left on your bed or say EAT ME.,Neutral
11957,Prepare to be pleasured :),Positive
47478,I don't blame you. There's a reason I stay the away from Ohio...you'll feel better leaving,Negative
14145,Hey u still at the gym?,Neutral
11946,Im good! I have been thinking about you...,Positive
47043,"Hey, btw, what's Gabe's sister's name?",Neutral
45172,Converted car but also must go to Shenton way to top up insurancebefore I can pay road tax. Going there now.,Neutral
17861,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?",Negative
18208,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,Negative
46430,I love yooooou,Positive
14062,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,Neutral
18819,Hahaha wow nice! Way to keep ahead of the curve,Positive
46188,"It was so scary! Our doors slammed shut and stuff too.. btw, sorryI've been MIA, I didn't have a comp so all my free time was usingschool ones =(",Negative
45064,"hi ricky, no one will be at home thursday afternoon, so if you andthe contractors are coming they must come and finish before <#> .Otherwise can you re arrange for another day? Thanks.",Neutral
34476,Hahaha oh yessss you do!,Positive
48554,You log into education website x,Neutral
14254,Im watching tv here.,Neutral
46831,Are you free this weekend by chance,Neutral
14817,No problem. How are you doing?,Neutral
17357,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",Positive
47311,"""I like this world. I like drinking champagne. I like not smoking. Ilike the sound of Dutch people speaking Dutch. And now... I don't evenget a battle. I don't get a fight."" <--- another good one",Neutral
18493,Don't forget to pay meineke before u come home.,Neutral
34425,Yo dude where can I get you?,Neutral
19087,Ok well see. Ask how come the Copay is high.,Neutral
