,Message,Label,Sentiment Label
4898,You do got a shitload of diamonds though,1,neutral
4899,I... I hope so... Post!,1,neutral
4900,Yeah I'm done! I texted you,1,neutral
4901,Er mw im filled tuth is aight,1,neutral
4902,"Hi Ziheng, I may b abt <#> mins late.",1,neutral
4903,"<#> days per month, even during your period..,",1,neutral
4904,Okay =D yaaaaayyyyy I'm super excited,2,positive
4905,Can't take any major roles in community outreach. You rock mel,2,positive
4906,"Sorry, I really didn't mean to ditch you guys, I just figure we'dhave to leave fairly soon anyway",1,neutral
4907,I slept last from <#> pm then <#> : <#> am. My lazy isn't used to working,0,negative
4908,"That's good, because I need drugs",2,positive
4909,Almost there,1,neutral
4910,Give me a sec to think think about it,1,neutral
4911,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash",2,positive
4912,"Ohh it was at <#> , I wanted to get up at <#>",1,neutral
4913,Does <name> have normal OH?,1,neutral
4914,In that case I guess I'll see you at campus lodge,1,neutral
4915,Wac wac,1,neutral
4916,Sure what's up? (Though I have to say <name> knows that one more thanme so sorry if I suck),1,neutral
4917,Yo david my arm is all janked up cuz my friend arm barred me so i prob cant workout with you until it stops hurting i got ditched again.,0,negative
4918,Do u want to go eat somewhere?,1,neutral
4919,Hahaha well... at least you guys know I'm not a liar =P,2,positive
4920,"I really don't blame you, having to be in the middle of all that",0,negative
4921,Just a random curious question =D do u?,1,neutral
4922,Ok. See you then. Thanks!,2,positive
4923,"I got arrested for possession at, I you not, <TIME> pm",0,negative
4924,It was awesome,2,positive
4925,Btw you suck because of GoT,0,negative
4926,I'll be out soon,1,neutral
4927,Good idea yo,2,positive
4928,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.",2,positive
4929,What an,0,negative
4930,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!,0,negative
4931,"Yeah, as soon as I finish coming and stuff",1,neutral
4932,We cant spray on apr 1? Dude we have to be here and no one has timein the week,0,negative
4933,ARE YOU IN TOWN? THIS IS V. IMPORTANT,1,neutral
4934,I always chat with you. In fact i need money can you raise me?,0,negative
4935,Huh... those portions are actually pretty big huh?,1,neutral
4936,Aight thanks,2,positive
4937,No snow?,1,neutral
4938,Or I guess <#> min,1,neutral
4939,LOL ... No just was busy,1,neutral
4940,Thanks a lot! :),2,positive
4941,Owut noice,2,positive
4942,Hmm,1,neutral
4943,Swypo haha and groooss xP,0,negative
4944,if you aren't here in the next <#> hours imma flip my,0,negative
4945,Wtf?,0,negative
4946,I love you! I'm sure it'll go great!,2,positive
4947,Jeez that's annoying.. why do they even have that?,0,negative
4948,Was I supposed to text? D= D= omg I'm the worst,0,negative
4949,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",1,neutral
4950,Then study,1,neutral
4951,How are you feeling?,1,neutral
4952,Maybe.. I don't know.. but maybe I can Basso and you can call and wake me =),1,neutral
4953,Hope you are feeling great. Pls fill me in. Abiola,2,positive
4954,I don't know who this is!,1,neutral
4955,how are you?,1,neutral
4956,Dont worry ive done it x,2,positive
4957,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to me ? *sips cappuccino* I miss you babe *teasing kiss*,2,positive
4958,Just dinner and playing my guitar badlyHow was your birthday?,1,neutral
4959,Aww how sweet. Mark is always telling me he can't wait for me to die so he van collect my life insurance.,0,negative
4960,I'm such a sucker. My main diamond was loose on my wedding ring so I went to get it tightened. But they talked me into replacing it cause it was a lil chipped get the ring engraved and put the old diamond on a pendant.,0,negative
4961,Lol shut up,1,neutral
4962,Lol alright,1,neutral
4963,I will be gentle princess! We will make sweet gentle love...,0,negative
4964,Good. do you think you could send me some pix? I would love to see your top and bottom...,1,neutral
4965,Why do you ask princess?,1,neutral
4966,"not that I know of, most people up here are still out of town",1,neutral
4967,Minimum walk is 3miles a day.,1,neutral
4968,I'm glad!,2,positive
4969,I actually do use them as a cone,1,neutral
4970,Thank you. do you generally date the brothas?,1,neutral
4971,That means get the door,1,neutral
4972,"Sorry, can not make it today. Can you send your proposal then to usby email. We won't have further time this weekend, sorry!",0,negative
4973,Love you too,2,positive
4974,Did either of you have any idea's? Do you know of anyplaces doing something?,1,neutral
4975,Should be sent,1,neutral
4976,Boo but it be so fun!,0,negative
4977,"Whitney White c/o Linguistic Institute <#> <street> pl.Ann Arbo, MI... trying to find the zip now",1,neutral
4978,"Mike's watching tutu, thinks Fakir is the main bad guy =P",1,neutral
4979,Good morning angel,2,positive
4980,Lmao u just made me choke on my bagel,1,neutral
4981,"Hello! I'm going to bed, and just wanted to say I'm really glad you're so patient, and I love you so much. Goodnight my loff",2,positive
4982,Where should I go then? We could meet in sproul,1,neutral
4983,I might buy a second comp battery,1,neutral
4984,Yeah! Maybe we can make a fob medley =P I've been playing a loooottt,2,positive
4985,Do you like shaking your booty on the dance floor?,1,neutral
4986,I'm glad you think it's alright! I'll keep practicing and we can playtogether =P,2,positive
4987,Hows cave boi,1,neutral
4988,"Oh shit, wtf",0,negative
4989,<#> k,1,neutral
4990,Lol I made steak yesterday. It was delish =P,2,positive
4991,She's fine. Sends her greetings,1,neutral
4992,meet you at the park,1,neutral
4993,"Hi Ricky, sorry to bug at night. We want to check again with youthat the carpentry pieces to be replaced are going to be done by yourgood carpenter. Please get them to go ahead and measure tomorrow asthere's no time left. As for the show piece, we'll evaluate it on Satbut please don't wait for our judgment before getting the newcarpenter to do. Thanks! How was yr discussion with Desmond today?Please update us. Thanks v much.",1,neutral
4994,Sorry! I was driving to starbucks :*,1,neutral
4995,I see... are you feeling okay?,1,neutral
4996,I know a few people I can hit up and to the yes,2,positive
4997,Hokay... I'm taking my phone back now xP,1,neutral
4998,"Haha I heard that, text me when you're around",1,neutral
4999,Ohhh,1,neutral
5000,Hey!!,2,positive
5001,I don't know whether its convenient but ok. Can you contact my nextdoor neighbor mr wee directly? Will you be going down with themtoday?,1,neutral
5002,"Oh no, what happened?",0,negative
5003,Most definitely. You mean my messages?,2,positive
5004,Soooo,1,neutral
5005,About it,1,neutral
5006,Come by our room at some point so we can iron out the plan for this weekend,1,neutral
5007,"Hi, this is Prof. Kan from NUS, following up since I didn't see youremail. You can find the project description here at <URL>",1,neutral
5008,Ugh typos,0,negative
5009,You will go to walmart. I.ll stay.,1,neutral
5010,Yo yo yo yo chicky! I'm on break :D,2,positive
5011,Jk almost there,1,neutral
5012,"Post! ""I dumped Mytho for you dammit!""",1,neutral
5013,Have u been to hershey?,1,neutral
5014,Not sure if you can go places not over night but we're going to themovies Friday and game of thrones Sunday... if you can't no big dealat all ^^,1,neutral
5015,<3*,2,positive
5016,"Hi ricky, what time can we meet later?",1,neutral
5017,Aahhhh I have t to grocery shooop,1,neutral
5018,Call me when u get a chance,1,neutral
5019,I wandered around for a while and have my number to people about mywallet and did homework stuff haha,1,neutral
5020,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,2,positive
5021,"Hi Desmond, your tenant from Warren here. We received another letterfrom SMT&P your solicitors. I assume it's important. Can you tell mewhere I should mail it to to reach you (you sent me your addresspreviously, but I deleted it). Thanks",1,neutral
5022,I love you so so much.. I'm the worst =(,0,negative
5023,"Yeah, definitely meet there, and I planned on shopping to",2,positive
5024,So...what u buying me?,1,neutral
5025,Yeah..that's..that's true,1,neutral
5026,I AM AT THE GAS STATION. GO THERE.,1,neutral
5027,Did you get my text?,1,neutral
5028,You getting back any time soon?,1,neutral
5029,Thinkin about someone is all good. No drugs for that,2,positive
5030,You too =),2,positive
5031,"Msg 140: from <3752a4ca0fb31b06b860fa9bc47d8df487f52cf1f07d98dd> , to<a6ae4681c787661d87f52cf1f07d98dd> , ""2011.11.29 01:09:36",1,neutral
5032,I absolutely LOVE South Park! I only recently started watching the office.,2,positive
5033,What time would you guys be leaving on the bus?,1,neutral
5034,Mark is off today,1,neutral
5035,"Yep, just for that game xD but he for whatever reason wants me to sayhe also has uncharted 2 and mgs4 lol",1,neutral
5036,There's a pool near my apartment apparently haha,1,neutral
5037,Nooooo she said it's cause I was in every section and stuff!!!,0,negative
5038,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,2,positive
5039,Ok. I need the answer early. Tomorrow is Friday already. Pleaseanswer so that I can tell them a correct answer. Thank you.,1,neutral
5040,Its a great day. Do have yourself a beautiful one.,2,positive
5041,Jesus armand really is trying to tell everybody he can find,1,neutral
5042,Cool.,2,positive
5043,"For spray back glass, we think it is Lilac White for the dry kitchenand Bone for the wet kitchen. Please confirm.",1,neutral
5044,I'll be there in 5!,2,positive
5045,"Hi, thanks. Ill try to stop by b4 5pm",1,neutral
5046,"Ok, thanks will do. Cheaper than buying new one?",1,neutral
5047,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are <#> and up,0,negative
5048,Virginia,1,neutral
5049,Omw home now though,1,neutral
5050,What u doing?,1,neutral
5051,"yeah, that's what I was thinking",1,neutral
5052,Wooo!Passed astro hahah,2,positive
5053,K I'll take care of it,1,neutral
5054,"Yeah, me neither. It's such an awful thought",0,negative
5055,The first one. The second one wasn't a pharmacy tech one after all. And the manager seemed out of it. Go figure.,0,negative
5056,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",1,neutral
5057,"Tell you what, if you make a little spreadsheet and track whose idea it was to to determine who ""smokes too much"" for the entire month of february, I'll come up",1,neutral
5058,Lolyi. Hf,1,neutral
5059,"Hi Ricky, I know you said to wait until tomorrow, but if you wantupdate me on the remaining items, i'd appreciate it. Especially thetradehub <#> curtain store name.",1,neutral
5060,What does nelson do?,1,neutral
5061,~~~Pleaseeee,1,neutral
5062,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola,2,positive
5063,"Well the general price is <#> /oz, let me know if/when/how much you want",1,neutral
5064,"Hi Stewart, we talked to some renovation companies who advised usthat the renovation may take up to two and half months. We'llprobably need your help to talk to Desmond to extend onlease on theWarren unit a few months if they are agreeable. Thanks.",1,neutral
5065,"Haven't seen my facebook, huh? Lol!",1,neutral
5066,"Ricky, can you also get a quote for the venetian type blinds for thethird floor toilet? I know it will be expensive but we also need itdone (possibly by your side). Thanks!",1,neutral
5067,"Hmph. Go head, big baller.",0,negative
5068,"Not sure yet, still trying to get a hold of him",1,neutral
5069,What time did you leave last night x,1,neutral
5070,So what did the bank say about the money?,1,neutral
5071,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",2,positive
5072,"Just chillin, you?",1,neutral
5073,Sure. I may not be free to direct them but can get someone to leadthem there. Is that ok? Please give them this number.,2,positive
5074,Boo,1,neutral
5075,Imp.,0,negative
5076,Uhhh lots of productive schoolwork,1,neutral
5077,"Haha awesome, I might need to take you up on that, what you doin tonight?",2,positive
5078,Leaving now.,1,neutral
5079,<#> Didn't work. And i tried it without the zeros.,0,negative
5080,U no it,1,neutral
5081,"I'll probably go, yeah.. I mean, you don't really conlang anyway so Ican see why you wouldn't want to (unless you like created Klingon indisguise and now have a vendetta against <name>=P)",1,neutral
5082,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,2,positive
5083,How's your day going?,1,neutral
5084,Here yo,1,neutral
5085,Aww sweet! Wish I could've gone with you guys!,2,positive
5086,Yo g-reg! What are you up to?,1,neutral
5087,who knows. sometimes i study. im in the middle of planning retreat for the guys too. its friday. whatre you up to,1,neutral
5088,Sup?,1,neutral
5089,Later i guess. I needa do mcat study too.,1,neutral
5090,Nope. Meanwhile she talk say make i greet you.,1,neutral
5091,and if they don't have it out at the deli they will have it in the back frozen,1,neutral
5092,Also hi wesley how've you been,1,neutral
5093,Call:ChrisMomNanaDad,1,neutral
5094,Caw caw... what are we doing?!,0,negative
5095,Genius what's up. How your brother. Pls send his number to my skype.,1,neutral
5096,How long does it take to get it.,1,neutral
5097,"Hi Sue, thanks for your help. Yes I will let you know closer to theactual date of our move. We appreciate it!",2,positive
5098,Thats cool! I am a gentleman and will treat you with dignity and respect.,2,positive
5099,"It's ""Aaaaaaaaaaaaaaaaa"" pronounced ""WellsFargoBacon""",1,neutral
5100,Go dorm it,0,negative
5101,Ruuuuby if Chris came to your house could you potentially bring himwith you? XP,1,neutral
5102,"I guess you could be as good an excuse as any, lol.",1,neutral
5103,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,2,positive
5104,Come grocery shopping? XP,1,neutral
5105,Probably a couple hours tops,1,neutral
5106,.-. I'm now confused as to what we should do,0,negative
5107,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure,1,neutral
5108,Really? Cause I want the moon...,0,negative
5109,Fffff. Can you text kadeem or are you too far gone,0,negative
5110,Gettin rdy to ship comp,1,neutral
5111,We'll get Chris btw,1,neutral
5112,Was it just the usual drama?,0,negative
5113,Alright good! He seems like a great dude to work with. Please please please let me know if there's another opportunity like that in the future!!! Thanks so much for considering me,2,positive
5114,Daddy will take good care of you :),2,positive
5115,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",1,neutral
5116,No no not at all... I'll take care of him and try to find your ice cream =P,2,positive
5117,LOL what happens in Vegas stays in vegas,1,neutral
5118,"Haha better late than ever, any way I could swing by?",2,positive
5119,"K, no rush",1,neutral
5120,"If you haven't caught up, we should all hang our when you're done andfinish! ^^",2,positive
5121,Wish i were with you now!,2,positive
5122,"I can't, wells Fargo is making me wait to deposit it",0,negative
5123,No... in the shoe cabinet or on the dining room table?,1,neutral
5124,Mm mm mm I can't wait,2,positive
5125,"Hi Desmond, thanks for taking the time to meet today. We would liketo request that you use a different carpenter than the currentgentleman for the kitchen and all other works that need to be redone.Thank you!",0,negative
5126,O. .. Oh. OH. Ic.,1,neutral
5127,Weak suckers.,0,negative
5128,We're finally ready fyi,2,positive
5129,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out",1,neutral
5130,Awww =( what are they doing?,0,negative
5131,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",1,neutral
5132,Thanks =/Jesus I need to not forget to take my medicine in the morning =/ Ijust took it like an hour ago and when I texted you I was a fuckingmess,0,negative
5133,I'm home. Doc gave me pain meds says everything is fine.,2,positive
5134,How are you. Just checking up on you,1,neutral
5135,Harsh,0,negative
5136,"Hi jiayu, I've received the softcopy of the invoice. Thank you!",2,positive
5137,By car?,1,neutral
5138,Im not saving up <#> anytme soon tho. So ill decide a long time later.,1,neutral
5139,Good evening! this is roger. How are you?,1,neutral
5140,Your favorite actor....XP,1,neutral
5141,"Hahaha xD btw, tried to get to Zakum yesterday... noooo way",1,neutral
5142,Riiiiight,1,neutral
5143,Sure! I am driving but will reach my destination soon.,2,positive
5144,HAHAHAHA YES I'VE BEEN WAITING,2,positive
5145,Is that <name>?,1,neutral
5146,"I want to show you the world, princess :) how about europe?",2,positive
5147,"Sure, we have applied to DBS and HSBC, aside from ANZ. Thanks!",1,neutral
5148,"Hi Ricky, I cant seem to reach you. Can you call back before <#>or sms me about today's activities? Will the bathtub folks cometoday?",1,neutral
5149,I think I'm gonna stay here.. I desperately need to pack and alsofeel terrible.. Sorry!,0,negative
5150,Do u like red heads?,1,neutral
5151,1 I don't have her number and 2 its gonna be a massive pain in the and i'd rather not get involved if that's possible,0,negative
5152,"Yeah, I don't wanna make you stop your game haha",1,neutral
5153,"Sure, whenever you show the up >:(",0,negative
5154,Over 1hr long queue for burger king. Skipping :-),1,neutral
5155,You should let me know cause I'm going to Michigan for a bit Saturdayand also it's my birthday =P,2,positive
5156,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola",2,positive
5157,It's sooooo not.,0,negative
5158,Caaaaaaw,1,neutral
5159,Btw hows the drive,1,neutral
5160,We were planing on doing exactly that,1,neutral
5161,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",0,negative
5162,"Yeah, that's why I was asking for clarification",1,neutral
5163,Still will be a while. Pork for porrodge not cooked yet.,1,neutral
5164,Sheeit Charles!,0,negative
5165,O ya nvr plyd that.,1,neutral
5166,Wanna do some art?! :D,2,positive
5167,It only does simple arithmetic not percentages.,1,neutral
5168,"K, on my way",1,neutral
5169,So oooo,1,neutral
5170,Very true. A lot of fears are very healthy though,2,positive
5171,.-. Mike says wtf that's random (I asked him what it was ._.),1,neutral
5172,Leaving now. Will be back by 8.,1,neutral
5173,For sure dude,2,positive
5174,I'm sure you will! Sharing stories over fair trade coffee at ahipster cafe playing only the least known music,2,positive
5175,"Msg 27: from <3752a4ca0fb31b06b860fa9bc47d8df487f52cf1f07d98dd> , to<a3c4a6b05b76282d87f52cf1f07d98dd> , ""2011.09.15 03:51:58",1,neutral
5176,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",2,positive
5177,It shall be fine. I have avalarr now. Will hollalater,2,positive
5178,Everyone had to experience the red wedding. It's the way of the world,1,neutral
5179,Aww babe. With just everything we were talking about?,1,neutral
5180,Noice! I'm just leaving the practice room :),2,positive
5181,Sorry lol,0,negative
5182,Mmmm.... I cant wait to lick it!,2,positive
5183,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,1,neutral
5184,"Lol you forgot it eh ? Yes, I'll bring it in babe",2,positive
5185,"Haha awesome, I've been to 4u a couple times. Who all's coming?",2,positive
5186,She doesn't have to...ooh davd!,1,neutral
5187,"I think I'll be there after 3 =/ I had to try to find my mailingaddress with no luck so I'm running way behind, so you can do whateveryou want",0,negative
5188,Nooooo,0,negative
5189,So why didnt you holla?,1,neutral
5190,I'm at work til 5 =( laaame,0,negative
5191,Greed is Chris Patton!,1,neutral
5192,Ling <#> OH,1,neutral
5193,Please don't use your frustration with Savannah as a reason to get mad at me,0,negative
5194,Nice! Wanna text me when you're done?,2,positive
5195,"Yeah, it takes a bit to get used to.. it's weird",1,neutral
5196,I know $ <#> tax credit this year woot woot. If not I wouldn't get anything back. I usually don't.,2,positive
5197,Antsy I meant.,1,neutral
5198,"The <#> g that i saw a few days ago, the guy wants sell wifi only for <#> and with 3g for <#> . That's why i blanked him.",0,negative
5199,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me",2,positive
5200,Kelsway hello how are you?! Can you send me Kline's number pleeeeeeease??????,1,neutral
5201,"Hi Yeng Chin, as per my email, the repair is finished already.Please Premier the <#> to my account today if possible. Thanks!",1,neutral
5202,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,1,neutral
5203,YOU!!,1,neutral
5204,Good morning xP,2,positive
5205,Whaaa,1,neutral
5206,<name> haha,1,neutral
5207,Dey go dey go.,1,neutral
5208,Ic hows that cube,1,neutral
5209,Whoops. This'll be just five,1,neutral
5210,R u ok?,1,neutral
5211,I meant just you guys,1,neutral
5212,"Chillin, sup?",2,positive
5213,Where do I go?,1,neutral
5214,No. But we'll do medical missions to nigeria,1,neutral
5215,Rofl betta invest in some anti aging products,0,negative
5216,Are you free at 7?,1,neutral
5217,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,2,positive
5218,So how are you really. What are you up to. How's the masters. And so on.,1,neutral
5219,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.,2,positive
5220,It's the Torr family talking about penises :P,1,neutral
5221,Just regular therapy,1,neutral
5222,No prob!,2,positive
5223,Nothx.,0,negative
5224,Are we meeting with Justin?,1,neutral
5225,I.ll holla later,1,neutral
5226,Didn't get.,0,negative
5227,Can you make sure Wahni doesn't bolt the main door? Thanks!,1,neutral
5228,Chocolate! Hey do you have any idea where my hard drive is? It has acopy of one of my plays and some pictures I need,2,positive
5229,Lol me too,1,neutral
5230,But you were together so you should be thinkin about him,1,neutral
5231,Yeah? Whod you try for?,1,neutral
5232,The white house,1,neutral
5233,"Sorry, I was passed out in the ling lounge... when are you free?Also, are you going to OH today?",1,neutral
5234,"Hi Colin, hope to see you at The Warren in about an hour? It's ok ifyou will be late, just let us know. Thanks, Min from the Warren.",2,positive
5235,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already",2,positive
5236,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,0,negative
5237,You're such a stud!!!! :) goot job!,2,positive
5238,;-D,2,positive
5239,I'm with the men's shirts,1,neutral
5240,hey,1,neutral
5241,Yeah! Shhhhiiieeet,2,positive
5242,"Yo I was reading and gathered that Vs move up to T in English to getmaking it something which is why you don't get past making and stuffif you've got modalsmasks in T. However, I have no clue what to do with the Romance part",1,neutral
5243,Watching a documentary thing lol,1,neutral
5244,W-wait what?!Late late late caw.. sorry!,0,negative
5245,"I've gone to a lot of churches before for a lot of religions. Someare nuts, others are just people who believe in an entity andalso known facts",1,neutral
5246,"Yep, indeed I am",2,positive
5247,Yo you home?,1,neutral
5248,Sounds great man thanks!,2,positive
5249,How's your day going so far?,1,neutral
5250,Can I confirm you're coming to help us move from <#> Choa chu kangloop at <TIME> this morning? Thank you!,1,neutral
5251,As in i want custom officer discount oh.,1,neutral
5252,"Hello hello! Rehearsal's just about to start, and I get out at <TIME> :)",1,neutral
5253,What's <name>'s number?,1,neutral
5254,hey stop over when ya get a chance.,1,neutral
5255,Info,1,neutral
5256,Brb,1,neutral
5257,It's Friday woot woot!,2,positive
5258,Too late. I said i have the website. I didn't i have or dont have the slippers,0,negative
5259,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,1,neutral
5260,I'm not sure if its still available though,1,neutral
5261,Just getting back home,1,neutral
5262,I woke late and was panicking lol,0,negative
5263,"Hey, on my way.. are you still there?",1,neutral
5264,"Aight, call me once you're close",1,neutral
5265,Hahaha no eveb I'd be doing work there this time lol,2,positive
5266,Are you guys there?,1,neutral
5267,Yeeaaaah sorry I was sleeping,1,neutral
5268,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",1,neutral
5269,I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs,0,negative
5270,Lol yeah. But this was a boring one remember,0,negative
5271,I dooooo,2,positive
5272,"Not really, just class and a video on a girlfriend in the Amazon, uwas just passing out today lol",1,neutral
5273,Dad says hurry the up,0,negative
5274,"There'll be a minor shindig at my place later tonight, you interested?",1,neutral
5275,It came early lol,2,positive
5276,Happy new years!!,2,positive
5277,Did u download the fring app?,1,neutral
5278,When you are big..| will bring success.,2,positive
5279,Thanks... I should also probably try not to get everyone in Moffit sick =P,1,neutral
5280,Yeeeahhh,2,positive
5281,"hi kissy, at bj airport now. Waiting for the gate to open at <#> .Missing you lots. Hope today went well. Will be back soon. Please restwell. Hugs, huggy :-)",2,positive
5282,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!,0,negative
5283,That sounds so awesome! I'm way too excited!,2,positive
5284,Pls go there today <#> . I dont want any excuses,0,negative
5285,O yeah its at 7,1,neutral
5286,WHORE YOU ARE UNBELIEVABLE.,0,negative
5287,"Yeah that'd be so cool! I'd totally be down. Of course it'd have to be sat or sun, but yeah!",2,positive
5288,I can't make it tonight,0,negative
5289,I ser!,1,neutral
5290,"Fyi I'm taking a quick shower, be at epsilon in like <#> min",1,neutral
5291,Zip,1,neutral
5292,Walking down,1,neutral
5293,Thanks for picking up the trash.,2,positive
5294,"Sorry Ricky, I don't understand your message. By our accounts, westill had remaining credit from you which we used with azora. I don'tthink we own u home and money. But will be happy to discuss with you.",1,neutral
5295,What you up to,1,neutral
5296,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,0,negative
5297,Ahem. How's that tonal language thing going again?,1,neutral
5298,Maybe later tonight,1,neutral
5299,"I did til i had to rush out like cinderella to catch the train, lol. How was dancing?",2,positive
5300,Great.,2,positive
5301,"Yep, three years too. I stay with him when I'm home, they're all toomuch to handle lol",2,positive
5302,Rofl!,2,positive
5303,I'm glad. I really do loff you a lot,2,positive
5304,When are you doing shipping stuff tomorrow?,1,neutral
5305,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/,0,negative
5306,Yes! And you can deal with me and my fall out boy adoration and myobsession with vulgarity!,2,positive
5307,I donno its in your genes or something,1,neutral
5308,Hahahah,2,positive
5309,Caw.. feel free to time skip if you want xP,1,neutral
5310,My computer just fried the only essential part we don't keep spares of because my idiot roommates looovvve leaving the thing running on full <#> /7,0,negative
5311,"Alright, then we'll eat nowish and meet you xP",1,neutral
5312,Sorry but I've been running around all day and am sick of dealingwith wallet and your advice wasn't going to change anything,0,negative
5313,Supyohi cadoin,1,neutral
5314,When did you get to the library,1,neutral
5315,Nice xD,2,positive
5316,Leaving for mom's place now. :-),2,positive
5317,I did when I sent the thing s saying we weren't staying. You guyssaid my address at home was fine since you wouldn't be home to get it,1,neutral
5318,Right? Seriously... that's is definitely a full blown terrorist organization,0,negative
5319,Yes there were many sweets,1,neutral
5320,Woohoo! I just got done shaving :),2,positive
5321,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,0,negative
5322,Do have a nice day today. I love you so dearly.,2,positive
5323,Plenty of religious people don't believe in creation mythsor impossible floods by or whatever... they just believe an entityexists,1,neutral
5324,Ok. How late? <TIME> ? We are already on site. Thanks!,1,neutral
5325,Lol ok your forgiven :),2,positive
5326,<#> ish,1,neutral
5327,"Ok, see ya in a bit",1,neutral
5328,Home so we can always chat,1,neutral
5329,Hi Erin! Shevawn said you were driving some people to all state. Doyou think you'd have room for me? It's totally cool if you don't,1,neutral
5330,You around andros?,1,neutral
5331,Are u pregnant?,1,neutral
5332,Yes please,2,positive
5333,"Dayum I feel great, some grad student asked a question and I was ableto offer an answer based on the <#> readings ""well in Sapir's <#>paper on NI...""",2,positive
5334,Lololol,2,positive
5335,These won't do. Have to move on to morphine,0,negative
5336,"Thanks for your email, I received it. Can I confirm the rate is SIBOR3m + . <#> all the way through the loan? Both packages you sent onMonday quote a different rate.",1,neutral
5337,D,1,neutral
5338,No problem. We will be spending a lot of quality time together...,2,positive
5339,"When you da Pao, tell them not to close the containers so you can putthe curry on top.",1,neutral
5340,Well I mean theres the parents to work around.,1,neutral
5341,Are you just writing native speaker for english proficiency? Orshould I put more?,1,neutral
5342,Lol cause u never follow thru on your threats. Id remind u but its best they stay forgotten :),2,positive
5343,Ummmm kinda late >>,0,negative
5344,Did he just say somebody is named tampa,1,neutral
5345,Lol please. I gotta enjoy it now before it gets to the <#> degree weather in the summer.,2,positive
5346,I'm not. She lip synced with shangela.,1,neutral
5347,Omg I'm the worst! You guys can cone whenever you're ready!,0,negative
5348,Its 1 am,1,neutral
5349,Get in your room dood!,1,neutral
5350,Love it! The girls at the office may wonder why you are smiling but sore...,2,positive
5351,"You don't have to, but hopefully not more than like fifteen min",1,neutral
5352,"Yep, getting up now",1,neutral
5353,Yeah xP sup?,1,neutral
5354,says the <#> year old with a man and money. I'm down to my last <#> . Still waiting for that check.,0,negative
5355,"Alright, just know I wanna be able to talk but I'm definitely gonnaneed some sleep tonight lol",1,neutral
5356,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",1,neutral
5357,I have to do atuff til kinda late (8ish) but ruby's coming over ifyou want to! =D =D =D =D c.f.,2,positive
5358,Yes! I'm already losing my hair :(,0,negative
